State,City,Race/Ethnicity/Ancestry,Religion,Sexual Orientation,Disability,Gender,Gender Identity,1st quarter,2nd quarter,3rd quarter,4th quarter,Population
Ohio,Montgomery,1,2,1,0,0,0,1,1,0,2,1000000
Ohio,Stark,2,4,1,0,0,0,1,2,4,0,1000000
Ohio,Warren,1,0,0,0,0,0,1,0,0,0,1000000
Ohio,Ashland,1,0,0,0,0,0,0,0,0,1,1000000
Ohio,Ashtabula,1,0,0,0,0,0,0,0,1,0,1000000
Ohio,Athens,1,0,0,0,0,0,0,1,0,0,1000000
Ohio,Gallia,0,0,1,0,0,0,0,0,1,0,1000000
Ohio,Marion,0,0,0,1,0,0,0,1,0,0,1000000
Ohio,Preble,1,0,0,0,0,0,0,0,0,1,1000000
Ohio,Ross,1,0,0,0,0,0,0,1,0,0,1000000
Ohio,Scioto,1,0,0,0,0,0,0,1,0,0,1000000
Ohio,Shelby,1,0,0,0,0,0,0,1,0,0,1000000
Ohio,Washington,1,0,0,0,0,0,0,1,0,0,1000000
Ohio,Ohio State Highway Patrol,2,0,1,0,0,0,1,1,0,1,1000000
Ohio,Cleveland Metropolitan Park District,1,0,0,0,0,0,0,1,0,0,1000000
Ohio,Hamilton County Park District,1,0,0,0,0,0,0,0,0,1,1000000
Oklahoma,Apache,1,0,0,0,0,0,0,0,0,1,1424
Oklahoma,Broken Bow,1,0,0,0,0,0,0,0,0,1,4134
Oklahoma,Catoosa,1,0,0,0,0,0,1,0,0,0,7105
Oklahoma,Chickasha,2,0,1,0,0,0,1,1,1,0,16408
Oklahoma,Choctaw,0,1,0,0,0,0,0,1,0,0,12196
Oklahoma,Edmond,0,1,0,0,0,0,0,0,0,1,90418
Oklahoma,Elk City,1,0,0,0,0,0,0,0,1,0,12951
Oklahoma,Enid,2,0,0,0,0,0,0,0,0,2,51870
Oklahoma,Guymon,0,1,0,0,0,0,0,1,0,0,12281
Oklahoma,Jenks,0,0,1,0,0,0,0,0,1,0,20710
Oklahoma,Lawton,1,0,0,0,0,0,0,1,0,0,96801
Oklahoma,McAlester,0,0,1,0,0,0,0,0,1,0,18215
Oklahoma,Muskogee,3,0,0,0,0,0,0,3,0,0,38451
Oklahoma,Norman,1,0,0,0,0,0,1,0,0,0,119767
Oklahoma,Oklahoma City,1,0,2,0,0,0,0,2,1,0,630621
Oklahoma,Purcell,1,0,0,0,0,0,0,0,0,1,6376
Oklahoma,Sallisaw,1,0,0,0,0,0,0,1,0,0,8581
Oklahoma,Sayre,1,0,0,0,0,0,1,0,0,0,4846
Oklahoma,Stigler,0,0,1,0,0,0,0,0,1,0,2755
Oklahoma,Stilwell,1,0,0,0,0,0,0,1,0,0,4019
Oklahoma,Woodward,1,0,0,0,0,0,1,0,0,0,13240
Oklahoma,Lincoln,1,0,0,0,0,0,1,0,0,0,1000000
Oklahoma,Tulsa,1,0,1,0,0,0,1,0,1,0,1000000
Oklahoma,Wagoner,1,0,0,0,0,0,0,0,1,0,1000000
Oklahoma,Carter,1,0,0,0,0,0,0,1,0,0,1000000
Oklahoma,Craig,1,0,0,0,0,0,0,0,1,0,1000000
Oklahoma,Hughes,1,0,0,0,0,0,0,0,0,1,1000000
Oklahoma,Kiowa,1,0,0,0,0,0,0,0,1,0,1000000
Oklahoma,Payne,1,0,0,0,0,0,0,0,0,1,1000000
Oregon,Ashland,0,1,1,0,0,0,1,1,0,0,20834
Oregon,Corvallis,2,1,0,1,0,0,0,0,3,1,55100
Oregon,Eugene3,25,6,7,2,0,0,9,12,10,8,161608
Oregon,Hood River,1,0,0,0,0,0,0,1,0,0,7556
Oregon,La Grande,0,0,0,1,0,0,1,0,0,0,13010
Oregon,Salem,4,1,1,0,0,0,0,2,3,1,163320
Oregon,Springfield,1,0,0,0,0,0,0,0,0,1,60485
Oregon,Sutherlin,1,0,0,0,0,0,0,1,0,0,7749
Oregon,Deschutes,1,0,0,0,0,0,0,0,1,0,1000000
Oregon,Jackson,0,0,1,0,0,0,1,0,0,0,1000000
Oregon,Hood River,1,0,0,0,0,0,0,0,1,0,1000000
Oregon,Lincoln,0,0,0,1,0,0,1,0,0,0,1000000
Oregon,Umatilla,1,0,0,0,0,0,0,0,0,1,1000000
Oregon,State Police:,0,0,0,0,0,0,0,0,0,0,1000000
Oregon,Benton County,1,0,1,0,0,0,1,1,0,0,1000000
Oregon,Marion County,1,0,0,0,0,0,1,0,0,0,1000000
Oregon,Tillamook County,2,0,0,0,0,0,0,0,1,1,1000000
Pennsylvania,Brighton Township,1,0,0,0,0,0,0,0,0,1,8365
Pennsylvania,Columbia,1,0,0,0,0,0,1,0,0,0,10379
Pennsylvania,Economy,1,0,0,0,0,0,0,0,0,1,9371
Pennsylvania,Lancaster,1,0,1,0,0,0,0,0,0,2,59295
Pennsylvania,New Cumberland,1,0,0,0,0,0,0,0,1,0,7268
Pennsylvania,New Garden Township,0,0,1,0,0,0,0,1,0,0,12121
Pennsylvania,Philadelphia,6,5,3,0,0,0,3,5,2,4,1567810
Pennsylvania,Pittsburgh,11,0,3,0,0,0,3,4,2,5,306870
Pennsylvania,Reading,1,0,0,0,0,1,0,1,0,1,87744
Pennsylvania,Scranton,1,1,0,0,0,0,0,0,0,2,75087
Pennsylvania,State College,2,0,1,0,0,0,1,1,0,1,57710
Pennsylvania,Throop,1,0,0,0,0,0,0,1,0,0,4039
Pennsylvania,"Washington Township, Franklin County",0,1,1,0,0,0,1,0,1,0,14559
Pennsylvania,Elizabethtown College,1,0,0,0,0,0,0,0,0,1,1822
Pennsylvania,Lehigh University,0,0,1,0,0,0,0,0,0,1,7119
Pennsylvania,"Pennsylvania State University, University Park",2,1,0,0,0,0,2,0,0,1,47040
Pennsylvania,University of Pittsburgh:,0,0,0,0,0,0,0,0,0,0,1000000
Pennsylvania,Johnstown,0,4,0,0,0,0,0,0,0,4,2869
Pennsylvania,Pittsburgh,1,0,0,0,0,0,1,0,0,0,28617
Pennsylvania,State Police: ,0,0,0,0,0,0,0,0,0,0,1000000
Pennsylvania,Elizabethville,2,0,0,0,0,0,1,0,1,0,1000000
Pennsylvania,Fulton County,1,0,0,0,0,0,0,1,0,0,1000000
Pennsylvania,Juniata County,1,0,0,0,0,0,0,0,0,1,1000000
Pennsylvania,Monroe County,1,0,0,0,0,0,0,1,0,0,1000000
Pennsylvania,Skippack County,1,0,0,0,0,0,0,1,0,0,1000000
Pennsylvania,Washington County,1,0,0,0,0,0,0,0,0,1,1000000
Pennsylvania,Allegheny County Port Authority,1,0,0,0,0,0,0,1,0,0,1000000
Pennsylvania,Delaware County Park,1,0,0,0,0,0,0,0,0,1,1000000
Rhode Island,East Providence,0,0,1,0,0,0,0,1,0,0,47428
Rhode Island,Newport,0,0,1,0,0,0,0,0,1,0,23887
Rhode Island,Pawtucket,0,1,0,0,0,0,0,0,0,1,71624
Rhode Island,Providence,4,4,3,0,0,0,0,3,4,4,179522
Rhode Island,Richmond,1,0,0,0,0,0,0,0,0,1,7592
Rhode Island,West Warwick,0,1,0,0,0,0,1,0,0,0,28828
Rhode Island,Woonsocket,0,1,0,0,0,0,0,0,1,0,41261
Rhode Island,University of Rhode Island,1,0,0,0,0,0,0,1,0,0,16571
South Carolina,Belton,2,0,0,0,0,0,0,1,1,0,4324
South Carolina,Blacksburg,1,0,0,0,0,0,1,0,0,0,1880
South Carolina,Cayce,2,0,0,0,0,0,2,0,0,0,13055
South Carolina,Charleston,3,0,1,0,0,0,0,2,0,2,132585
South Carolina,Cheraw,1,0,0,0,0,0,0,0,1,0,5781
South Carolina,Chester,1,0,0,0,0,0,0,0,1,0,5467
South Carolina,Columbia,1,0,0,0,0,0,0,0,1,0,132495
South Carolina,Darlington,0,0,1,0,0,0,0,0,0,1,6186
South Carolina,Easley,1,0,0,0,0,0,0,0,0,1,20676
South Carolina,Elgin,2,0,0,0,0,0,0,1,1,0,1452
South Carolina,Georgetown,0,0,1,0,0,0,0,0,1,0,9028
South Carolina,Greenville,1,0,0,0,0,0,0,0,1,0,63011
South Carolina,Hemingway,1,0,0,0,0,0,0,0,0,1,428
South Carolina,Honea Path,2,0,0,0,0,0,0,2,0,0,3697
South Carolina,Mauldin,1,0,0,0,0,0,1,0,0,0,25246
South Carolina,Mount Pleasant,1,0,0,0,0,0,0,1,0,0,80446
South Carolina,Myrtle Beach,1,0,0,0,0,0,0,0,0,1,30731
South Carolina,North Charleston,0,0,1,0,0,0,0,0,1,0,109051
South Carolina,North Myrtle Beach,1,0,0,0,0,0,1,0,0,0,15518
South Carolina,Orangeburg,1,0,0,0,0,0,0,0,1,0,13459
South Carolina,Saluda,0,0,1,0,0,0,0,0,1,0,3618
South Carolina,Santee,1,0,0,0,0,0,0,0,0,1,940
South Carolina,Summerville,2,0,0,0,0,0,1,0,1,0,48071
South Carolina,Surfside Beach,1,0,0,0,0,0,0,0,1,0,4276
South Carolina,Trident Technical College,0,0,0,1,0,0,1,0,0,0,16136
South Carolina,University of South Carolina:,0,0,0,0,0,0,0,0,0,0,1000000
South Carolina,Columbia,1,0,0,0,0,0,0,0,1,0,32971
South Carolina,Upstate,1,0,0,0,0,0,0,0,0,1,5585
South Carolina,Berkeley,1,0,0,0,0,0,1,0,0,0,1000000
South Carolina,Charleston,1,0,0,0,0,0,0,0,1,0,1000000
South Carolina,Greenville,1,0,0,0,0,0,0,1,0,0,1000000
South Carolina,Horry County Police Department,4,1,0,0,0,0,2,3,0,0,1000000
South Carolina,Lexington,1,0,0,0,0,0,0,0,1,0,1000000
South Carolina,Richland,0,0,1,0,0,0,1,0,0,0,1000000
South Carolina,Sumter,1,0,0,0,0,0,0,0,1,0,1000000
South Carolina,Union,1,0,0,0,0,0,0,0,1,0,1000000
South Carolina,Cherokee,0,0,0,1,0,0,1,0,0,0,1000000
South Carolina,Colleton,1,0,1,0,0,0,1,0,1,0,1000000
South Carolina,Georgetown,2,0,0,0,0,0,2,0,0,0,1000000
South Carolina,Hampton,1,0,0,0,0,0,0,0,0,1,1000000
South Carolina,"United States Department of Energy, Savannah River Plant",1,1,0,0,0,0,0,0,2,0,1000000
South Dakota,Aberdeen,1,0,0,0,0,0,0,0,0,1,28219
South Dakota,Beresford,2,0,0,0,0,0,0,2,0,0,2029
South Dakota,Brookings,2,1,0,0,0,0,1,0,0,2,23501
South Dakota,Gettysburg,1,0,1,0,0,0,0,0,1,1,1174
South Dakota,Rapid City,0,1,1,0,0,0,2,0,0,0,73801
South Dakota,Spearfish,1,0,0,0,0,0,1,0,0,0,11225
South Dakota,Sturgis,0,0,3,0,0,0,0,0,3,0,6767
South Dakota,Vermillion,1,0,0,0,0,0,0,0,1,0,10732
South Dakota,Brown,1,0,0,0,0,0,0,0,1,0,1000000
Tennessee,Atoka,8,0,0,1,0,0,0,5,2,2,9042
Tennessee,Chapel Hill,0,0,0,1,0,0,0,1,0,0,1464
Tennessee,Chattanooga,10,6,0,0,0,0,2,1,6,7,174969
Tennessee,Clarksville,10,3,2,1,0,0,4,4,4,4,150319
Tennessee,Cleveland,4,0,0,0,0,0,0,1,2,1,43650
Tennessee,Cookeville,0,1,0,0,0,0,0,0,1,0,31509
Tennessee,Cowan,0,0,0,1,0,0,0,0,1,0,1713
Tennessee,Crossville,1,0,1,0,0,0,0,0,2,0,11445
Tennessee,Dover,1,0,0,0,0,0,1,0,0,0,1433
Tennessee,Dunlap,1,0,0,0,0,0,0,0,1,0,5131
Tennessee,Dyersburg,2,0,0,0,0,0,0,1,1,0,16766
Tennessee,Elizabethton,4,0,0,0,0,0,1,1,2,0,14265
Tennessee,Fairview,2,0,0,0,0,0,0,0,0,2,8331
Tennessee,Germantown,0,0,0,0,1,0,0,1,0,0,39361
Tennessee,Greeneville,5,0,0,0,0,0,2,2,0,1,15031
Tennessee,Harriman,0,0,1,0,0,0,1,0,0,0,6182
Tennessee,Huntland,1,0,0,0,0,0,0,1,0,0,858
Tennessee,Johnson City,1,0,0,0,0,0,1,0,0,0,66369
Tennessee,Jonesborough,1,0,0,0,0,0,0,0,0,1,5283
Tennessee,Kingsport,1,0,0,0,0,0,1,0,0,0,53091
Tennessee,Knoxville,2,1,0,0,0,0,2,0,0,1,185638
Tennessee,Lafayette,2,0,0,0,0,0,0,0,2,0,5075
Tennessee,Lawrenceburg,0,0,1,0,0,0,0,1,0,0,10514
Tennessee,Lebanon,1,0,0,0,0,0,1,0,0,0,30266
Tennessee,Manchester,0,1,0,0,0,0,0,0,1,0,10404
Tennessee,Mason,1,0,0,0,0,0,1,0,0,0,1598
Tennessee,McMinnville,2,0,0,0,0,0,0,1,0,1,13622
Tennessee,Memphis,7,1,8,0,0,1,3,4,7,3,657936
Tennessee,Millington,3,0,0,0,0,0,0,2,0,1,11061
Tennessee,Moscow,1,0,0,1,0,0,1,0,1,0,534
Tennessee,Munford,2,0,0,0,0,0,0,0,0,2,6082
Tennessee,Nashville Metropolitan,7,2,6,0,0,0,1,6,6,2,658029
Tennessee,Niota,0,1,0,0,0,0,0,0,0,1,718
Tennessee,Portland,0,1,0,0,0,0,0,0,0,1,12396
Tennessee,Rockwood,1,0,0,0,0,0,0,0,0,1,5396
Tennessee,Savannah,1,0,0,0,0,0,0,0,1,0,7069
Tennessee,Smithville,0,0,2,0,0,0,0,0,2,0,4694
Tennessee,Winchester,1,0,1,0,0,0,0,1,1,0,8555
Tennessee,East Tennessee State University,1,1,0,0,0,0,0,0,2,0,14434
Tennessee,Tennessee Technological University,0,0,1,0,0,0,0,1,0,0,11339
Tennessee,"University of Tennessee, Chattanooga",1,1,0,0,0,0,1,0,0,1,11670
Tennessee,Vanderbilt University,1,2,0,0,0,0,1,0,0,2,12686
Tennessee,Blount,1,0,0,0,0,0,0,0,1,0,1000000
Tennessee,Bradley,0,1,0,0,0,0,0,0,0,1,1000000
Tennessee,Cheatham,1,0,0,0,0,0,0,0,0,1,1000000
Tennessee,Hamilton,3,1,1,0,0,0,3,1,0,1,1000000
Tennessee,Hickman,1,0,0,0,0,0,1,0,0,0,1000000
Tennessee,Jefferson,1,0,0,0,0,0,0,1,0,0,1000000
Tennessee,Knox,1,0,0,0,0,0,0,0,0,1,1000000
Tennessee,Roane,0,1,2,0,0,0,0,0,1,2,1000000
Tennessee,Robertson,1,0,0,0,0,0,0,0,0,1,1000000
Tennessee,Rutherford,1,0,0,0,0,0,0,1,0,0,1000000
Tennessee,Shelby,28,2,0,0,0,0,12,6,2,10,1000000
Tennessee,Sullivan,1,0,0,0,0,0,0,1,0,0,1000000
Tennessee,Tipton,2,0,0,0,0,0,0,1,1,0,1000000
Tennessee,Washington,18,0,0,0,0,0,9,8,1,0,1000000
Tennessee,Williamson,0,1,0,0,0,0,0,1,0,0,1000000
Tennessee,Bedford,1,0,0,0,0,0,1,0,0,0,1000000
Tennessee,Gibson,1,0,0,0,0,0,0,0,1,0,1000000
Tennessee,Lawrence,1,0,0,0,0,0,1,0,0,0,1000000
Tennessee,Department of Safety,9,1,0,0,0,3,4,2,2,5,1000000
Texas,Austin,5,2,4,0,0,2,3,6,3,1,938728
Texas,Baytown,0,1,0,0,0,0,0,1,0,0,77145
Texas,Beaumont,7,1,0,0,0,0,5,1,1,1,117635
Texas,Bedford,6,0,0,0,0,0,0,2,3,1,49377
Texas,Burkburnett,0,1,0,0,0,0,1,0,0,0,11224
Texas,Carrollton,1,0,0,0,0,0,0,1,0,0,130676
Texas,Cedar Park,4,0,0,0,0,0,2,1,0,1,66724
Texas,Center,4,0,0,0,0,0,1,0,3,0,5246
Texas,Cisco,1,0,0,0,0,0,0,1,0,0,3746
Texas,Commerce,1,0,0,0,0,0,0,1,0,0,8732
Texas,Corpus Christi,0,0,1,0,0,0,0,0,0,1,324326
Texas,Dalhart,0,0,1,0,0,0,0,1,0,0,8416
Texas,Dallas,4,3,2,0,0,2,2,5,2,2,1301977
Texas,Denton,1,0,1,1,0,0,0,1,2,0,131194
Texas,Dublin,1,0,0,0,0,0,0,0,0,1,3616
Texas,El Paso,0,3,0,0,0,0,1,0,2,0,686077
Texas,Fairfield,1,0,0,0,0,0,0,0,0,1,2899
Texas,Fort Worth,11,5,4,0,0,0,6,7,5,2,829731
Texas,Frisco,0,1,0,0,0,0,0,0,0,1,152678
Texas,Galveston,1,0,0,0,0,0,0,1,0,0,50065
Texas,Gilmer,1,0,0,0,0,0,0,1,0,0,5224
Texas,Grand Prairie,0,1,0,0,0,0,1,0,0,0,187901
Texas,Houston,12,3,10,0,1,1,2,13,10,2,2275221
Texas,Hurst,1,0,0,0,0,0,0,0,1,0,39069
Texas,La Grange,1,0,0,0,0,0,0,0,0,1,4679
Texas,La Porte,1,0,0,0,0,0,0,1,0,0,35336
Texas,Lewisville,0,1,0,0,0,0,1,0,0,0,104741
Texas,Longview,2,1,1,0,0,0,0,1,0,3,81842
Texas,Madisonville,1,0,0,0,0,0,0,0,1,0,4589
Texas,McKinney,2,0,1,0,0,0,0,2,1,0,163406
Texas,Missouri City,1,0,0,0,0,0,0,1,0,0,72879
Texas,Odessa,2,0,2,0,0,0,2,2,0,0,118606
Texas,Pearland,2,0,0,0,0,0,0,0,0,2,106850
Texas,Plano,3,1,0,0,0,0,0,1,2,1,282968
Texas,Port Lavaca,1,0,0,0,0,0,0,0,1,0,12446
Texas,Rusk,1,0,0,0,0,0,0,0,1,0,5585
Texas,Sachse,0,0,1,0,0,0,0,0,0,1,24564
Texas,San Angelo,0,1,0,0,0,0,0,0,1,0,100356
Texas,San Antonio,2,8,2,0,0,0,2,2,7,1,1463586
Texas,Schertz,0,0,1,0,0,0,0,0,1,0,38201
Texas,Tyler,2,1,1,0,0,0,0,0,1,3,102481
Texas,University Park,1,1,0,0,0,0,1,0,1,0,24729
Texas,Victoria,1,0,0,0,0,0,0,1,0,0,66988
Texas,Weatherford,1,0,1,0,0,0,1,1,0,0,28379
Texas,Alamo Community College District,0,0,2,0,0,0,0,0,2,0,55967
Texas,Texas Christian University,1,0,0,0,0,0,1,0,0,0,10033
Texas,"Texas Tech University, Lubbock",2,1,0,0,0,0,0,3,0,0,35158
Texas,University of Texas:,0,0,0,0,0,0,0,0,0,0,1000000
Texas,Arlington,1,0,0,0,0,0,0,1,0,0,39740
Texas,Austin,2,0,0,0,0,0,0,0,2,0,51313
Texas,Houston,0,0,1,0,0,0,0,0,0,1,4859
Texas,Pan American,0,0,1,0,0,0,0,0,1,0,21015
Texas,Brazoria,1,0,0,0,0,0,0,1,0,0,1000000
Texas,Galveston,3,0,0,0,0,0,0,0,2,1,1000000
Texas,Lubbock,2,0,0,0,0,0,1,0,0,1,1000000
Texas,Martin,1,0,0,0,0,0,0,0,0,1,1000000
Texas,Parker,1,0,0,0,0,0,1,0,0,0,1000000
Texas,Smith,2,0,0,0,0,0,0,0,0,2,1000000
Texas,Travis,0,0,4,0,0,0,2,2,0,0,1000000
Texas,Gray,1,0,0,0,0,0,0,0,0,1,1000000
Texas,Young,1,0,0,0,0,0,0,0,0,1,1000000
Texas,Zavala,2,0,0,0,0,0,0,0,1,1,1000000
Texas,"Hospital District, Dallas County",1,0,0,0,0,0,0,0,1,0,1000000
Utah,Bountiful,2,0,0,0,0,0,1,0,1,0,43570
Utah,Farmington,1,0,0,0,0,0,0,1,0,0,23198
Utah,Grantsville,0,2,0,0,0,0,0,0,0,2,10071
Utah,Ogden,0,2,0,0,0,0,0,0,2,0,84642
Utah,Price,2,0,0,0,0,0,1,0,0,1,8269
Utah,Roosevelt,2,0,0,0,0,0,0,0,1,1,6970
Utah,Salt Lake City,1,1,2,0,0,0,0,3,1,0,191992
Utah,Sandy,2,0,0,0,0,0,0,0,0,2,92013
Utah,Saratoga Springs,1,0,0,0,0,0,0,0,1,0,26260
Utah,South Salt Lake,1,0,1,0,0,0,1,0,1,0,25020
Utah,St. George,1,0,1,0,0,0,0,0,0,2,79984
Utah,Tooele,2,2,0,0,0,0,0,1,2,1,32789
Utah,Vernal,0,1,0,0,0,0,1,0,0,0,11346
Utah,West Bountiful,2,0,0,0,0,0,0,1,1,0,5488
Utah,West Jordan,1,0,0,0,0,0,0,0,0,1,112687
Utah,West Valley,4,1,1,0,0,0,2,0,0,4,135744
Utah,Brigham Young University,1,1,0,0,0,0,0,2,0,0,30484
Utah,Davis,1,0,0,0,0,0,0,0,0,1,1000000
Utah,Washington,1,1,1,0,0,0,1,0,2,0,1000000
Utah,Duchesne,1,0,0,0,0,0,0,1,0,0,1000000
Utah,Uintah,0,0,1,0,0,0,0,0,1,0,1000000
Utah,Utah Transit Authority,3,0,0,0,0,0,2,0,1,0,1000000
Vermont,Burlington,4,0,0,0,0,0,0,2,0,2,42160
Vermont,South Burlington,0,0,1,0,0,0,0,0,0,1,18946
Vermont,University of Vermont,1,0,0,0,0,0,0,0,0,1,12856
Vermont,Windham,0,0,0,0,0,1,0,0,1,0,1000000
Vermont,"State Police, Brattleboro",0,0,1,0,0,0,0,1,0,0,1000000
Virginia,Alexandria,1,0,0,0,0,0,0,0,1,0,152710
Virginia,Altavista,1,0,0,0,0,0,0,0,1,0,3462
Virginia,Bedford,1,0,0,0,0,0,0,0,0,1,6437
Virginia,Charlottesville,1,0,0,0,0,0,1,0,0,0,45997
Virginia,Chesapeake,15,0,0,0,0,0,1,2,3,9,235273
Virginia,Chilhowie,0,1,0,0,0,0,0,0,1,0,1741
Virginia,Danville,1,0,0,0,0,0,0,0,1,0,42210
Virginia,Emporia,1,0,0,0,0,0,1,0,0,0,5339
Virginia,Fairfax City,1,0,0,0,0,0,1,0,0,0,24911
Virginia,Front Royal,2,0,0,0,0,0,0,1,1,0,15184
Virginia,Galax,1,0,0,0,0,0,0,0,1,0,6980
Virginia,Hampton,4,0,0,0,0,0,1,1,2,0,136381
Virginia,Herndon,0,1,0,0,0,0,0,0,1,0,24849
Virginia,Hopewell,1,0,0,0,0,0,0,0,0,1,22027
Virginia,Kenbridge,1,0,0,0,0,0,0,0,1,0,1236
Virginia,Leesburg,1,0,0,0,0,0,0,1,0,0,51254
Virginia,Lynchburg,2,0,0,0,0,0,0,0,2,0,79675
Virginia,Manassas,0,0,1,0,0,0,0,0,1,0,42977
Virginia,Marion,0,0,1,0,0,0,0,1,0,0,5852
Virginia,Newport News,2,0,1,0,0,0,1,0,0,2,182975
Virginia,Norfolk,4,1,9,1,0,0,0,1,9,5,245400
Virginia,Richmond,2,0,1,0,0,0,0,2,0,1,220802
Virginia,Roanoke,2,0,0,0,0,0,0,0,1,1,99827
Virginia,Smithfield,0,0,1,0,0,0,0,0,1,0,8336
Virginia,Staunton,1,0,0,0,0,0,0,0,0,1,24654
Virginia,Vinton,3,0,0,0,0,0,0,2,1,0,8210
Virginia,Virginia Beach,5,2,1,0,0,0,1,0,4,3,452797
Virginia,Christopher Newport University,1,0,0,0,0,0,0,0,0,1,5221
Virginia,College of William and Mary,0,1,0,0,0,0,1,0,0,0,8437
Virginia,George Mason University,1,1,0,0,0,0,0,1,0,1,33729
Virginia,Longwood University,1,0,1,0,0,0,0,2,0,0,5096
Virginia,Norfolk State University,1,0,0,0,0,0,0,0,0,1,6027
Virginia,Northern Virginia Community College,1,2,0,0,0,0,1,0,0,2,51487
Virginia,University of Richmond,1,0,0,0,0,0,1,0,0,0,4182
Virginia,University of Virginia,1,0,0,0,0,0,0,0,1,0,23732
Virginia,Virginia Polytechnic Institute and State University,0,1,0,0,0,0,0,0,0,1,31224
Virginia,Albemarle County Police Department,6,0,0,0,0,0,1,2,3,0,1000000
Virginia,Appomattox,0,1,0,0,0,0,0,0,0,1,1000000
Virginia,Arlington County Police Department,5,0,1,0,0,0,3,0,1,2,1000000
Virginia,Chesterfield County Police Department,1,2,2,0,0,0,1,2,2,0,1000000
Virginia,Dinwiddie,3,0,0,0,0,0,0,1,2,0,1000000
Virginia,Fairfax County Police Department,16,8,2,0,0,0,3,6,9,8,1000000
Virginia,Franklin,0,0,1,0,0,0,0,0,0,1,1000000
Virginia,Henrico County Police Department,3,0,0,0,0,0,2,1,0,0,1000000
Virginia,James City County Police Department,1,0,0,0,0,0,0,0,0,1,1000000
Virginia,Loudoun,2,1,0,0,0,0,1,0,1,1,1000000
Virginia,Mathews,1,0,0,0,0,0,0,0,0,1,1000000
Virginia,Roanoke County Police Department,0,1,0,1,0,0,2,0,0,0,1000000
Virginia,Rockingham,2,0,0,0,0,0,1,0,1,0,1000000
Virginia,Spotsylvania,2,1,0,0,0,0,2,0,0,1,1000000
Virginia,Washington,1,0,0,0,0,0,0,0,1,0,1000000
Virginia,Accomack,0,0,1,0,0,0,1,0,0,0,1000000
Virginia,Henry,1,0,0,0,0,0,0,1,0,0,1000000
Virginia,Madison,1,0,0,0,0,0,0,1,0,0,1000000
Virginia,Rockbridge,1,0,0,0,0,0,0,0,1,0,1000000
Virginia,Shenandoah,1,0,0,0,0,0,0,0,1,0,1000000
Virginia,State Police:,0,0,0,0,0,0,0,0,0,0,1000000
Virginia,Hanover County,1,0,0,0,0,0,0,0,1,0,1000000
Virginia,Pittsylvania County,0,0,1,0,0,0,1,0,0,0,1000000
Washington,Aberdeen,1,0,0,0,0,0,0,1,0,0,16100
Washington,Anacortes,1,0,0,0,0,0,0,0,0,1,16351
Washington,Arlington,1,0,0,0,0,0,0,0,0,1,19018
Washington,Auburn,3,0,0,0,0,0,0,2,0,1,77914
Washington,Bellevue,1,0,0,1,0,0,0,1,0,1,138532
Washington,Bellingham,3,1,0,0,1,0,2,0,2,1,83976
Washington,Bothell,0,3,0,0,0,0,2,0,0,1,37346
Washington,Burien,1,0,0,0,0,0,1,0,0,0,50701
Washington,Burlington,1,0,0,0,0,0,0,0,0,1,8610
Washington,Centralia,0,2,1,0,0,0,1,2,0,0,16632
Washington,Des Moines,1,0,0,0,0,0,0,0,1,0,31335
Washington,Edmonds,1,0,1,0,0,0,0,0,0,2,41187
Washington,Ellensburg,0,0,1,0,0,0,0,0,1,0,18899
Washington,Everett,1,0,1,0,0,0,0,0,0,2,107633
Washington,Federal Way,4,1,0,0,0,0,3,0,2,0,94424
Washington,Fife,1,0,0,0,0,0,0,0,0,1,9642
Washington,Kelso,0,0,1,0,0,0,0,1,0,0,11756
Washington,Kent,12,0,1,0,0,0,1,4,6,2,127259
Washington,Lakewood,2,0,1,0,0,0,1,0,0,2,59958
Washington,Longview,4,0,1,0,0,0,3,2,0,0,36401
Washington,Marysville,1,0,0,0,0,0,0,0,0,1,66374
Washington,Mercer Island,0,1,0,0,0,0,0,0,0,1,24737
Washington,Moses Lake,2,0,0,0,0,0,0,1,1,0,22026
Washington,Mountlake Terrace,0,1,0,0,0,0,0,0,0,1,21051
Washington,Mount Vernon,0,0,1,0,0,0,1,0,0,0,33474
Washington,Mukilteo,1,0,0,0,0,0,0,0,0,1,21171
Washington,Olympia,2,0,2,0,0,0,0,1,2,1,49875
Washington,Omak,0,0,1,0,0,0,0,0,1,0,4847
Washington,Oroville,0,0,0,1,0,0,0,0,0,1,1676
Washington,Orting,0,0,1,0,0,0,1,0,0,0,7401
Washington,Port Angeles,0,1,0,0,0,0,0,1,0,0,19304
Washington,Pullman,1,0,0,0,0,0,0,1,0,0,32174
Washington,Puyallup,1,0,0,0,0,0,0,0,1,0,39645
Washington,Redmond,1,5,0,0,0,0,3,0,0,3,60542
Washington,Renton,3,1,0,0,0,0,0,2,0,2,100015
Washington,Republic,0,0,0,0,0,1,0,1,0,0,1086
Washington,Richland,1,0,0,0,0,0,1,0,0,0,54218
Washington,Sammamish,1,0,0,0,0,0,1,0,0,0,52365
Washington,SeaTac,0,0,1,0,0,0,1,0,0,0,28418
Washington,Seattle,40,8,27,0,0,8,16,32,23,12,683700
Washington,Shelton,0,0,1,0,0,0,1,0,0,0,9758
Washington,Shoreline,1,0,0,0,0,0,1,0,0,0,55690
Washington,Soap Lake,1,0,0,0,0,0,0,1,0,0,1594
